rank,trigram,count,share,hand_pattern,finger_pattern,row_pattern,row_changes,same_finger_transition_count,same_finger_travel_total,repeated_key_transition_count,separated_finger_reuse,same_finger_reversal,three_finger_same_hand_shape,alternating_hands,home_reach_sum,home_reach_max,tags,top_words
255,ffe,1952351948,0.0009305239316112452,LLL,L-index → L-index → L-middle,1 → 1 → 0,1,0,0.0,1,False,False,,False,1.0308,1.0308,"repeat_key_x1,one_row_change","different, effect, effects, difference, effective, differences, offered, offer, affected, affect"
256,rac,1946702195,0.000927831163855115,LLL,L-index → L-pinky → L-middle,0 → 1 → 2,2,0,0.0,0,False,False,redirect,False,2.1488,1.118,"redirect,two_row_changes","character, practice, practical, race, characteristics, contract, characteristic, practices, characters, grace"
257,sel,1944734073,0.0009268931236502192,LLR,L-ring → L-middle → R-ring,1 → 0 → 1,2,0,0.0,0,False,False,,False,1.0308,1.0308,two_row_changes,"himself, itself, themselves, self, myself, herself, selected, yourself, selection, closely"
258,uni,1943038289,0.000926084884338419,RRR,R-index → R-index → R-middle,0 → 2 → 0,2,1,2.0156,0,False,False,,False,3.1796,1.118,"same_finger_x1,two_row_changes","united, university, community, union, unit, communication, opportunity, units, universal, communities"
259,ake,1943012492,0.0009260725890522702,LRL,L-pinky → R-middle → L-middle,1 → 1 → 0,1,0,0.0,0,False,False,,True,1.0308,1.0308,"alternating_hands,one_row_change","make, take, taken, makes, takes, lake, sake, speaker, mistake, shakespeare"
260,ary,1933364771,0.0009214743221848619,LLR,L-pinky → L-index → R-index,1 → 0 → 0,1,0,0.0,0,False,False,,False,2.6316,1.6008,one_row_change,"necessary, military, primary, library, january, secretary, mary, february, ordinary, secondary"
261,wil,1932036855,0.0009208414149785381,LRR,L-ring → R-middle → R-ring,0 → 0 → 1,1,0,0.0,0,False,False,,False,2.0616,1.0308,one_row_change,"will, william, wild, willing, wilson, williams, wilderness, wiley, willingness, unwilling"
262,led,1931510341,0.0009205904695084705,RLL,R-ring → L-middle → L-middle,1 → 0 → 1,2,1,1.0308,0,False,False,,False,1.0308,1.0308,"same_finger_x1,two_row_changes","called, knowledge, led, filled, failed, killed, controlled, detailed, settled, entitled"
263,ded,1927628435,0.0009187402875077479,LLL,L-middle → L-middle → L-middle,1 → 0 → 1,2,2,2.0616,0,False,True,,False,1.0308,1.0308,"same_finger_x2,same_finger_reversal,two_row_changes","provided, needed, added, included, decided, intended, regarded, divided, extended, recorded"
264,som,1911763476,0.0009111787799431644,LRR,L-ring → R-ring → R-index,1 → 0 → 2,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"some, something, sometimes, someone, somewhat, somewhere, somehow, somebody, handsome, chromosome"
265,owe,1902222370,0.0009066313275864649,RLL,R-ring → L-ring → L-middle,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.0923,1.0308,no_row_change,"however, power, lower, followed, allowed, powers, showed, powerful, flowers, tower"
266,har,1901770930,0.0009064161636534881,RLL,R-index → L-pinky → L-index,1 → 1 → 0,1,0,0.0,0,False,False,,False,2.0308,1.0308,one_row_change,"character, hard, charles, charge, share, characteristics, richard, hardly, characteristic, characters"
267,ini,1891645157,0.0009015900491241814,RRR,R-middle → R-index → R-middle,0 → 2 → 0,2,0,0.0,0,True,False,,False,3.1796,1.118,"separated_finger_reuse,two_row_changes","training, opinion, administration, minister, initial, definition, containing, clinical, minimum, remaining"
268,ope,1888113123,0.0008999066220312172,RRL,R-ring → R-pinky → L-middle,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.0923,1.0308,no_row_change,"open, property, developed, hope, europe, operation, european, proper, operations, opened"
269,nge,1885057822,0.0008984504139424614,RLL,R-index → L-index → L-middle,2 → 1 → 0,2,0,0.0,0,False,False,,False,3.1488,1.118,two_row_changes,"change, changes, longer, range, exchange, changed, danger, strange, dangerous, arrangement"
270,uch,1883741792,0.0008978231718046015,RLR,R-index → L-middle → R-index,0 → 2 → 1,2,0,0.0,0,True,False,,True,3.1488,1.118,"separated_finger_reuse,alternating_hands,two_row_changes","such, much, touch, touched, touching, inasmuch, touches, duchess, couch, buchanan"
271,rel,1881145045,0.0008965855183014435,LLR,L-index → L-middle → R-ring,0 → 0 → 1,1,0,0.0,0,False,False,,False,2.0616,1.0308,one_row_change,"related, religious, relationship, relations, religion, relation, merely, relative, entirely, relatively"
272,che,1879547813,0.0008958242505382936,LRL,L-middle → R-index → L-middle,2 → 1 → 0,2,0,0.0,0,True,False,,True,3.1488,1.118,"separated_finger_reuse,alternating_hands,two_row_changes","reached, teacher, teachers, chemical, check, scheme, attached, inches, churches, approaches"
273,ade,1878265265,0.0008952129664874529,LLL,L-pinky → L-middle → L-middle,1 → 1 → 0,1,1,1.0308,0,False,False,,False,1.0308,1.0308,"same_finger_x1,one_row_change","made, trade, leaders, reader, leader, leadership, academic, adequate, readers, grade"
274,att,1875749484,0.0008940139027481558,LLL,L-pinky → L-index → L-index,1 → 0 → 0,1,0,0.0,1,False,False,,False,2.5,1.25,"repeat_key_x1,one_row_change","matter, attention, latter, attempt, pattern, attack, battle, matters, patterns, attitude"
275,cia,1873567925,0.0008929741348621445,LRL,L-middle → R-middle → L-pinky,2 → 0 → 1,2,0,0.0,0,False,False,,True,2.1488,1.118,"alternating_hands,two_row_changes","social, special, especially, association, associated, financial, commercial, official, officials, physician"
276,exp,1868948910,0.0008907726342554664,LLR,L-middle → L-ring → R-pinky,0 → 2 → 0,2,0,0.0,0,False,False,,False,3.1796,1.118,two_row_changes,"experience, expected, expression, expressed, explain, explained, expect, express, experiences, experimental"
277,mer,1866252229,0.0008894873505191032,RLL,R-index → L-middle → L-index,2 → 0 → 0,1,0,0.0,0,False,False,,False,3.1796,1.118,one_row_change,"american, america, former, merely, summer, commercial, numerous, americans, mere, commerce"
278,lic,1856452455,0.0008848166126223202,RRL,R-ring → R-middle → L-middle,1 → 0 → 2,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"public, policy, application, police, conflict, policies, catholic, republic, applications, publication"
279,hem,1837812879,0.0008759326757067173,RLR,R-index → L-middle → R-index,1 → 0 → 2,2,0,0.0,0,True,False,,True,3.1488,1.118,"separated_finger_reuse,alternating_hands,two_row_changes","them, themselves, chemical, scheme, theme, mathematical, mathematics, chemistry, chem, schemes"
280,ery,1835595583,0.0008748758749625792,LLR,L-middle → L-index → R-index,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.6623,1.6008,no_row_change,"very, every, everything, everyone, discovery, recovery, delivery, everywhere, slavery, machinery"
281,nsi,1823155367,0.0008689466577872274,RLR,R-index → L-ring → R-middle,2 → 1 → 0,2,0,0.0,0,False,False,,True,2.1488,1.118,"alternating_hands,two_row_changes","considered, consider, considerable, inside, responsibility, responsible, consideration, consists, extensive, density"
282,ond,1821563403,0.0008681879008419025,RRL,R-ring → R-index → L-middle,0 → 2 → 1,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"second, london, conditions, beyond, condition, conduct, secondary, corresponding, conducted, wonder"
283,rti,1821040658,0.0008679387517409279,LLR,L-index → L-index → R-middle,0 → 0 → 0,0,1,1.0,0,False,False,,False,3.3116,1.25,"same_finger_x1,no_row_change","particular, particularly, article, parties, properties, portion, proportion, articles, participation, starting"
284,duc,1819169719,0.0008670470305961475,LRL,L-middle → R-index → L-middle,1 → 0 → 2,2,0,0.0,0,True,False,,True,2.1488,1.118,"separated_finger_reuse,alternating_hands,two_row_changes","education, production, produced, product, produce, products, introduction, reduced, introduced, educational"
285,how,1815729773,0.0008654074942001973,RRL,R-index → R-ring → L-ring,1 → 0 → 0,1,0,0.0,0,False,False,,False,3.0616,1.0308,one_row_change,"how, however, show, shown, shows, showed, showing, somehow, howard, shower"
286,ert,1809544701,0.0008624595843622018,LLL,L-middle → L-index → L-index,0 → 0 → 0,0,1,1.0,0,False,False,,False,3.3116,1.25,"same_finger_x1,no_row_change","certain, property, certainly, robert, properties, nevertheless, liberty, poverty, vertical, advertising"
287,see,1801727547,0.0008587337966621194,LLL,L-ring → L-middle → L-middle,1 → 0 → 0,1,0,0.0,1,False,False,,False,2.0616,1.0308,"repeat_key_x1,one_row_change","see, seen, seems, seemed, seem, seeing, seek, seeking, sees, seed"
288,now,1791229670,0.0008537303310781511,RRL,R-index → R-ring → L-ring,2 → 0 → 0,1,0,0.0,0,False,False,,False,3.1796,1.118,one_row_change,"now, know, known, knowledge, knows, unknown, knowing, snow, acknowledged, acknowledge"
289,imp,1787558291,0.0008519804898033674,RRR,R-middle → R-index → R-pinky,0 → 2 → 0,2,0,0.0,0,False,False,redirect,False,3.1796,1.118,"redirect,two_row_changes","important, simple, simply, importance, impossible, impact, improvement, improve, improved, impression"
290,abo,1787056888,0.0008517415126602557,LLR,L-pinky → L-index → R-ring,1 → 2 → 0,2,0,0.0,0,False,False,,False,2.8336,1.8028,two_row_changes,"about, above, labor, labour, laboratory, elaborate, metabolism, collaboration, abortion, metabolic"
291,pec,1784226987,0.0008503927340205805,RLL,R-pinky → L-middle → L-middle,0 → 0 → 2,1,1,2.136,0,False,False,,False,3.1796,1.118,"same_finger_x1,one_row_change","special, especially, specific, respect, species, expected, aspects, expect, perspective, aspect"
292,cen,1783826555,0.0008502018813623983,LLR,L-middle → L-middle → R-index,2 → 0 → 2,2,1,2.136,0,False,False,,False,3.2668,1.118,"same_finger_x1,two_row_changes","century, central, percent, cent, center, recent, scene, centre, recently, concentration"
293,ris,1782076111,0.0008493675901708875,LRL,L-index → R-middle → L-ring,0 → 0 → 1,1,0,0.0,0,False,False,,True,2.0616,1.0308,"alternating_hands,one_row_change","christian, christ, risk, paris, rise, characteristics, comparison, characteristic, crisis, irish"
294,mar,1775964347,0.000846454620164539,RLL,R-index → L-pinky → L-index,2 → 1 → 0,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"market, march, primary, marriage, mary, married, mark, marked, primarily, summary"
295,ens,1770996323,0.0008440867759704864,LRL,L-middle → R-index → L-ring,0 → 2 → 1,2,0,0.0,0,False,False,,True,2.1488,1.118,"alternating_hands,two_row_changes","sense, citizens, defense, extensive, density, extension, ensure, expense, intensity, expenses"
296,tai,1765027033,0.0008412417114802351,LLR,L-index → L-pinky → R-middle,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.2808,1.25,two_row_changes,"certain, obtained, certainly, britain, contains, obtain, captain, details, maintain, containing"
297,ely,1751308590,0.0008347032697156642,LRR,L-middle → R-ring → R-index,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.6316,1.6008,two_row_changes,"likely, immediately, merely, entirely, completely, relatively, largely, closely, extremely, approximately"
298,omm,1747661259,0.0008329648901240724,RRR,R-ring → R-index → R-index,0 → 2 → 2,1,0,0.0,1,False,False,,False,3.2668,1.118,"repeat_key_x1,one_row_change","common, community, committee, commission, command, communication, commercial, communities, commonly, commerce"
299,sur,1735122761,0.0008269888300866331,LRL,L-ring → R-index → L-index,1 → 0 → 0,1,0,0.0,0,False,False,,True,2.0616,1.0308,"alternating_hands,one_row_change","surface, pressure, sure, measure, measures, survey, insurance, pleasure, measured, ensure"
300,hea,1719821233,0.0008196958632581852,RLL,R-index → L-middle → L-pinky,1 → 0 → 1,2,0,0.0,0,False,False,,False,2.0308,1.0308,two_row_changes,"head, health, heart, heard, heat, hear, heavy, heaven, hearing, heads"
301,ula,1713255664,0.0008165666021198932,RRL,R-index → R-ring → L-pinky,0 → 1 → 1,1,0,0.0,0,False,False,,False,1.0308,1.0308,one_row_change,"particular, population, particularly, popular, regular, regulations, regulation, calculated, formula, circulation"
302,ult,1712422601,0.0008161695502159914,RRL,R-index → R-ring → L-index,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.2808,1.25,two_row_changes,"result, results, difficult, culture, cultural, difficulty, agricultural, difficulties, multiple, adult"
303,ili,1696501308,0.0008085811929150082,RRR,R-middle → R-ring → R-middle,0 → 1 → 0,2,0,0.0,0,True,False,,False,2.0616,1.0308,"separated_finger_reuse,two_row_changes","military, ability, families, responsibility, possibility, familiar, facilities, probability, stability, equilibrium"
304,bee,1688792738,0.0008049071581843089,LLL,L-index → L-middle → L-middle,2 → 0 → 0,1,0,0.0,1,False,False,,False,3.8643,1.8028,"repeat_key_x1,one_row_change","been, beer, beef, bee, bees, beethoven, beetle, beetles, beech, beet"
305,ork,1683087659,0.0008021880211216133,RLR,R-ring → L-index → R-middle,0 → 0 → 1,1,0,0.0,0,False,False,,True,2.0616,1.0308,"alternating_hands,one_row_change","work, york, working, works, workers, worked, network, framework, worker, networks"
306,lis,1682095398,0.0008017150927605919,RRL,R-ring → R-middle → L-ring,1 → 0 → 1,2,0,0.0,0,False,False,,False,1.0308,1.0308,two_row_changes,"english, established, published, list, establish, establishment, listen, listed, accomplished, publishing"
307,nit,1679865263,0.0008006521727320849,RRL,R-index → R-middle → L-index,2 → 0 → 0,1,0,0.0,0,False,False,,False,3.3988,1.25,one_row_change,"united, community, unit, opportunity, units, initial, definition, communities, recognition, opportunities"
308,ori,1679533364,0.000800493984059856,RLR,R-ring → L-index → R-middle,0 → 0 → 0,0,0,0.0,0,False,False,,True,3.0923,1.0308,"alternating_hands,no_row_change","authority, original, historical, majority, origin, stories, authorities, theories, originally, categories"
309,thr,1673179164,0.000797465464958932,LRL,L-index → R-index → L-index,0 → 1 → 0,2,0,0.0,0,True,False,,True,3.2808,1.25,"separated_finger_reuse,alternating_hands,two_row_changes","through, three, throughout, threat, thrown, throw, threatened, threw, throne, throat"
310,ath,1656426922,0.0007894810633221718,LLR,L-pinky → L-index → R-index,1 → 0 → 1,2,0,0.0,0,False,False,,False,2.25,1.25,two_row_changes,"rather, death, father, path, catholic, weather, beneath, breath, gathered, hath"
311,vel,1654573696,0.000788597784492527,LLR,L-index → L-middle → R-ring,2 → 0 → 1,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"development, level, developed, levels, develop, relatively, developing, novel, travel, respectively"
312,tie,1642539281,0.0007828619789314892,LRL,L-index → R-middle → L-middle,0 → 0 → 0,0,0,0.0,0,False,False,,True,3.3116,1.25,"alternating_hands,no_row_change","patient, patients, activities, parties, properties, cities, difficulties, authorities, duties, communities"
313,ani,1625600626,0.0007747887297086977,LRR,L-pinky → R-index → R-middle,1 → 2 → 0,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"organization, meaning, animals, companies, animal, organizations, spanish, organized, mechanical, mechanism"
314,cul,1623340608,0.0007737115669373918,LRR,L-middle → R-index → R-ring,2 → 0 → 1,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"particular, difficult, particularly, culture, cultural, difficulty, agricultural, difficulties, agriculture, calculated"
315,hil,1623042285,0.0007735693811541705,RRR,R-index → R-middle → R-ring,1 → 0 → 1,2,0,0.0,0,False,False,outward_roll,False,2.0308,1.0308,"outward_roll,two_row_changes","while, children, child, philosophy, hill, philadelphia, hills, childhood, philip, philosophical"
316,tem,1622557132,0.0007733381490356708,LLR,L-index → L-middle → R-index,0 → 0 → 2,1,0,0.0,0,False,False,,False,3.3988,1.25,one_row_change,"system, systems, temperature, statement, attempt, september, items, contemporary, statements, temple"
317,ria,1619408655,0.0007718375316907147,LRL,L-index → R-middle → L-pinky,0 → 0 → 1,1,0,0.0,0,False,False,,True,2.0616,1.0308,"alternating_hands,one_row_change","material, materials, industrial, appropriate, marriage, trial, variable, variables, variation, criteria"
318,tre,1616513740,0.0007704577662799546,LLL,L-index → L-index → L-middle,0 → 0 → 0,0,1,1.0,0,False,False,,False,3.3116,1.25,"same_finger_x1,no_row_change","treatment, street, strength, tree, trees, treated, stress, centre, extremely, treaty"
319,ivi,1606414119,0.0007656441162357961,RLR,R-middle → L-index → R-middle,0 → 2 → 0,2,0,0.0,0,True,False,,True,3.1796,1.118,"separated_finger_reuse,alternating_hands,two_row_changes","individual, living, activity, activities, civil, individuals, giving, division, divine, divided"
320,ves,1605862116,0.0007653810222775845,LLL,L-index → L-middle → L-ring,2 → 0 → 1,2,0,0.0,0,False,False,outward_roll,False,2.1488,1.118,"outward_roll,two_row_changes","themselves, gives, lives, investment, leaves, ourselves, investigation, vessels, involves, representatives"
321,pen,1603639140,0.000764321514349459,RLR,R-pinky → L-middle → R-index,0 → 0 → 2,1,0,0.0,0,False,False,,True,3.1796,1.118,"alternating_hands,one_row_change","open, independent, opened, happened, spent, opening, dependent, independence, depends, happen"
322,cre,1603148614,0.0007640877213683599,LLL,L-middle → L-index → L-middle,2 → 0 → 0,1,0,0.0,0,True,False,,False,3.1796,1.118,"separated_finger_reuse,one_row_change","increase, increased, created, create, increasing, secretary, credit, secret, increases, creation"
323,oll,1597970087,0.000761619547887174,RRR,R-ring → R-ring → R-ring,0 → 1 → 1,1,1,1.0308,1,False,False,,False,1.0308,1.0308,"same_finger_x1,repeat_key_x1,one_row_change","following, followed, college, follow, follows, collection, controlled, dollars, collected, collective"
324,ele,1594486155,0.0007599590470202955,LRL,L-middle → R-ring → L-middle,0 → 1 → 0,2,0,0.0,0,True,False,,True,2.0616,1.0308,"separated_finger_reuse,alternating_hands,two_row_changes","elements, element, selected, nevertheless, selection, election, relevant, select, electric, release"
325,lon,1587180640,0.0007564771151139049,RRR,R-ring → R-ring → R-index,1 → 0 → 2,2,1,1.0308,0,False,False,,False,2.1488,1.118,"same_finger_x1,two_row_changes","long, london, along, longer, alone, colonial, colonel, belong, colonies, colony"
326,war,1583926445,0.0007549261107835987,LLL,L-ring → L-pinky → L-index,0 → 1 → 0,2,0,0.0,0,False,False,redirect,False,2.0616,1.0308,"redirect,two_row_changes","war, toward, towards, forward, aware, edward, warm, afterwards, software, awareness"
327,equ,1583257479,0.0007546072702830056,LLR,L-middle → L-pinky → R-index,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.0923,1.0308,no_row_change,"required, equal, frequently, require, equipment, requires, requirements, frequency, equation, equally"
328,tro,1582672298,0.0007543283631293124,LLR,L-index → L-index → R-ring,0 → 0 → 0,0,1,1.0,0,False,False,,False,3.3116,1.25,"same_finger_x1,no_row_change","control, strong, introduction, introduced, troops, trouble, controlled, strongly, destroyed, electron"
329,eal,1576388073,0.0007513331952959102,LLR,L-middle → L-pinky → R-ring,0 → 1 → 1,1,0,0.0,0,False,False,,False,1.0308,1.0308,one_row_change,"real, health, really, deal, reality, appeal, wealth, ideal, realized, dealing"
330,rep,1574573479,0.0007504683291303155,LLR,L-index → L-middle → R-pinky,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.0923,1.0308,no_row_change,"report, reported, prepared, reports, represented, represent, republic, replied, represents, representation"
331,eli,1573591451,0.0007500002779900236,LRR,L-middle → R-ring → R-middle,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.0616,1.0308,two_row_changes,"believe, religious, religion, feeling, believed, feelings, belief, relief, delivered, elizabeth"
332,ian,1569158397,0.0007478874095385384,RLR,R-middle → L-pinky → R-index,0 → 1 → 2,2,0,0.0,0,False,False,,True,2.1488,1.118,"alternating_hands,two_row_changes","christian, indian, russian, indians, italian, christianity, canadian, christians, physician, alliance"
333,sid,1568981834,0.0007478032566289642,LRL,L-ring → R-middle → L-middle,1 → 0 → 1,2,0,0.0,0,False,False,,True,1.0308,1.0308,"alternating_hands,two_row_changes","side, considered, president, outside, consider, considerable, inside, consideration, sides, besides"
334,ise,1568344516,0.0007474995000999971,RLL,R-middle → L-ring → L-middle,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.0616,1.0308,two_row_changes,"disease, rise, otherwise, exercise, raised, promise, raise, wise, diseases, noise"
335,erv,1556518611,0.0007418630739286124,LLL,L-middle → L-index → L-index,0 → 0 → 2,1,1,2.136,0,False,False,,False,3.1796,1.118,"same_finger_x1,one_row_change","service, services, observed, serve, served, observations, observation, interview, nerve, observe"
336,tru,1549162360,0.0007383569603872239,LLR,L-index → L-index → R-index,0 → 0 → 0,0,1,1.0,0,False,False,,False,3.3116,1.25,"same_finger_x1,no_row_change","true, structure, truth, construction, trust, structures, struggle, instrument, instruction, truly"
337,ile,1548861086,0.000738213368107533,RRL,R-middle → R-ring → L-middle,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.0616,1.0308,two_row_changes,"while, miles, file, failed, detailed, silence, smile, silent, mile, files"
338,que,1540834455,0.0007343877401292558,LRL,L-pinky → R-index → L-middle,0 → 0 → 0,0,0,0.0,0,False,False,,True,3.0923,1.0308,"alternating_hands,no_row_change","question, questions, frequently, frequency, techniques, queen, technique, subsequent, consequence, consequences"
339,him,1537248696,0.0007326787067933819,RRR,R-index → R-middle → R-index,1 → 0 → 2,2,0,0.0,0,True,False,,False,3.1488,1.118,"separated_finger_reuse,two_row_changes","him, himself, chimney, ibrahim, joachim, chimneys, whim, hiroshima, himalayas, whimsical"
340,med,1533532886,0.0007309076889531496,RLL,R-index → L-middle → L-middle,2 → 0 → 1,2,1,1.0308,0,False,False,,False,2.1488,1.118,"same_finger_x1,two_row_changes","seemed, medical, immediately, formed, named, performed, immediate, media, assumed, medium"
341,wou,1530956183,0.000729679588759119,LRR,L-ring → R-ring → R-index,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.0923,1.0308,no_row_change,"would, wounded, wound, wounds, wounding, wouldst, unwound, twould, blowout, wouldn"
342,fin,1520863786,0.0007248693817954403,LRR,L-index → R-middle → R-index,1 → 0 → 2,2,0,0.0,0,False,False,,False,2.1488,1.118,two_row_changes,"find, finally, final, fine, financial, defined, definition, finding, finished, findings"
343,uct,1516594336,0.0007228344897751324,RLL,R-index → L-middle → L-index,0 → 2 → 0,2,0,0.0,0,False,False,,False,3.3988,1.25,two_row_changes,"production, structure, product, products, construction, introduction, conduct, structures, reduction, instruction"
344,old,1505803220,0.0007176912615282585,RRL,R-ring → R-ring → L-middle,0 → 1 → 1,1,1,1.0308,0,False,False,,False,1.0308,1.0308,"same_finger_x1,one_row_change","old, told, hold, cold, gold, older, holding, sold, soldiers, household"
345,ood,1500709917,0.0007152637072456905,RRL,R-ring → R-ring → L-middle,0 → 0 → 1,1,0,0.0,1,False,False,,False,2.0616,1.0308,"repeat_key_x1,one_row_change","good, food, blood, goods, stood, wood, understood, childhood, woods, wooden"
346,cor,1495416668,0.0007127408553205942,LRL,L-middle → R-ring → L-index,2 → 0 → 0,1,0,0.0,0,False,False,,True,3.1796,1.118,"alternating_hands,one_row_change","according, record, records, correct, corporation, corresponding, recorded, corner, core, corporate"
347,new,1494928759,0.0007125083096459203,RLL,R-index → L-middle → L-ring,2 → 0 → 0,1,0,0.0,0,False,False,,False,3.1796,1.118,one_row_change,"new, knew, news, newspaper, newspapers, newly, renewed, newton, renewal, newman"
348,eac,1481161790,0.0007059467395696985,LLL,L-middle → L-pinky → L-middle,0 → 1 → 2,2,0,0.0,0,True,False,,False,2.1488,1.118,"separated_finger_reuse,two_row_changes","each, peace, reached, teacher, teachers, teaching, reaction, reach, reactions, teach"
349,erm,1475075676,0.0007030459947868146,LLR,L-middle → L-index → R-index,0 → 0 → 2,1,0,0.0,0,False,False,,False,3.1796,1.118,one_row_change,"terms, term, german, determined, germany, determine, permanent, determination, permission, furthermore"
350,fac,1472843774,0.0007019822325762468,LLL,L-index → L-pinky → L-middle,1 → 1 → 2,1,0,0.0,0,False,False,redirect,False,1.118,1.118,"redirect,one_row_change","fact, face, surface, factors, factor, facts, facilities, satisfaction, manufacturing, faced"
351,bou,1471128114,0.0007011645200269578,LRR,L-index → R-ring → R-index,2 → 0 → 0,1,0,0.0,0,False,False,,False,3.8643,1.8028,one_row_change,"about, labour, bound, bought, boundary, boundaries, bourgeois, neighbourhood, harbour, neighbours"
352,ack,1464619127,0.0006980622268260567,LLR,L-pinky → L-middle → R-middle,1 → 2 → 1,2,0,0.0,0,False,False,,False,1.118,1.118,two_row_changes,"back, black, lack, attack, background, jack, track, attacks, jackson, attacked"
353,suc,1463698853,0.0006976236086857583,LRL,L-ring → R-index → L-middle,1 → 0 → 2,2,0,0.0,0,False,False,,True,2.1488,1.118,"alternating_hands,two_row_changes","such, success, successful, succeeded, successfully, succession, succeed, successive, successor, succeeding"
354,edi,1451750421,0.0006919287840755649,LLR,L-middle → L-middle → R-middle,0 → 1 → 0,2,1,1.0308,0,False,False,,False,2.0616,1.0308,"same_finger_x1,two_row_changes","medical, immediately, credit, edition, immediate, media, medium, medicine, proceedings, editor"
355,nto,1449629791,0.0006909180559806052,RLR,R-index → L-index → R-ring,2 → 0 → 0,1,0,0.0,0,False,False,,True,3.3988,1.25,"alternating_hands,one_row_change","into, onto, unto, inventory, toronto, antonio, clinton, downtown, contour, intolerable"
356,car,1448156884,0.0006902160436134489,LLL,L-middle → L-pinky → L-index,2 → 1 → 0,2,0,0.0,0,False,False,redirect,False,2.1488,1.118,"redirect,two_row_changes","care, carried, car, carry, carefully, career, carrying, careful, carbon, card"
357,oli,1443365710,0.0006879324891180206,RRR,R-ring → R-ring → R-middle,0 → 1 → 0,2,1,1.0308,0,False,False,,False,2.0616,1.0308,"same_finger_x1,two_row_changes","political, policy, politics, police, policies, catholic, solid, carolina, polish, symbolic"
358,nly,1440124041,0.0006863874548909939,RRR,R-index → R-ring → R-index,2 → 1 → 0,2,0,0.0,0,True,False,,False,2.7188,1.6008,"separated_finger_reuse,two_row_changes","only, certainly, suddenly, mainly, commonly, openly, heavenly, plainly, evenly, solemnly"
359,mil,1439084774,0.0006858921226760086,RRR,R-index → R-middle → R-ring,2 → 0 → 1,2,0,0.0,0,False,False,outward_roll,False,2.1488,1.118,"outward_roll,two_row_changes","family, similar, military, miles, million, families, familiar, milk, similarly, smile"
360,eed,1437607478,0.0006851880184372816,LLL,L-middle → L-middle → L-middle,0 → 0 → 1,1,1,1.0308,1,False,False,,False,2.0616,1.0308,"same_finger_x1,repeat_key_x1,one_row_change","need, indeed, needs, needed, freedom, speed, agreed, proceedings, succeeded, proceed"
361,way,1431027289,0.0006820517891599233,LLR,L-ring → L-pinky → R-index,0 → 1 → 0,2,0,0.0,0,False,False,,False,2.6316,1.6008,two_row_changes,"way, always, away, ways, railway, anyway, highway, norway, railways, pathway"
362,rop,1428409887,0.0006808042911347122,LRR,L-index → R-ring → R-pinky,0 → 0 → 0,0,0,0.0,0,False,False,,False,3.0923,1.0308,no_row_change,"property, europe, european, proper, appropriate, proposed, properties, proportion, properly, drop"
363,ita,1427457862,0.0006803505399312472,RLL,R-middle → L-index → L-pinky,0 → 0 → 1,1,0,0.0,0,False,False,,False,2.2808,1.25,one_row_change,"capital, military, britain, hospital, italy, italian, suitable, inhabitants, vital, limitations"
364,eth,1414693947,0.0006742670423422399,LLR,L-middle → L-index → R-index,0 → 0 → 1,1,0,0.0,0,False,False,,False,3.2808,1.25,one_row_change,"whether, something, together, method, methods, teeth, elizabeth, altogether, ethnic, twentieth"
365,eci,1414091861,0.0006739800779798656,LLR,L-middle → L-middle → R-middle,0 → 2 → 0,2,1,2.136,0,False,False,,False,3.1796,1.118,"same_finger_x1,two_row_changes","special, especially, specific, decision, species, decided, decisions, decide, specifically, specified"
366,uti,1414080695,0.000673974756075569,RLR,R-index → L-index → R-middle,0 → 0 → 0,0,0,0.0,0,False,False,,True,3.3116,1.25,"alternating_hands,no_row_change","solution, distribution, revolution, beautiful, institutions, constitution, executive, duties, resolution, institution"
367,may,1412466904,0.0006732055960131853,RLR,R-index → L-pinky → R-index,2 → 1 → 0,2,0,0.0,0,True,False,,True,2.7188,1.6008,"separated_finger_reuse,alternating_hands,two_row_changes","may, maybe, mayor, maya, dismay, mayer, mayo, maynard, dismayed, mayors"
368,ici,1411469580,0.0006727302545408032,RLR,R-middle → L-middle → R-middle,0 → 2 → 0,2,0,0.0,0,True,False,,True,3.1796,1.118,"separated_finger_reuse,alternating_hands,two_row_changes","sufficient, official, policies, medicine, officials, criticism, efficiency, participation, efficient, sufficiently"
