# provisional=true — until learner error/hesitation data exists (DEC-16)
# word_floor_subtlex_freqcount=250
# word_floor_subtlex_cdcount=100
# word_lower_ratio=0.5
# excluded_words=39
# word_floor_per_million=5.0
# words_per_target=12
# source=Google Books word list ∩ SUBTLEX-US
# order=concentration desc, then SUBTLEX-US frequency
target,kind,word,subtlex_freqcount,subtlex_cdcount,concentration,provisional
ive,gesture,live,17574,6052,0.750,True
ive,gesture,five,14558,5205,0.750,True
ive,gesture,alive,7878,3735,0.600,True
ive,gesture,drive,7810,3714,0.600,True
ive,gesture,lives,7124,4028,0.600,True
ive,gesture,given,4851,3071,0.600,True
ive,gesture,lived,3368,2229,0.600,True
ive,gesture,gives,3290,2368,0.600,True
ive,gesture,river,2829,1211,0.600,True
ive,gesture,driver,2416,1398,0.500,True
ive,gesture,forgive,3917,2209,0.429,True
nce,gesture,once,17589,6405,0.750,True
nce,gesture,since,16064,6285,0.600,True
nce,gesture,dance,7550,2465,0.600,True
nce,gesture,chance,12303,5343,0.500,True
nce,gesture,science,1900,1016,0.429,True
nce,gesture,chances,1472,1175,0.429,True
nce,gesture,evidence,4335,1755,0.375,True
nce,gesture,princess,2019,676,0.375,True
nce,gesture,concerned,2261,1685,0.333,True
nce,gesture,insurance,1955,1025,0.333,True
nce,gesture,difference,4066,2593,0.300,True
nce,gesture,experience,3088,1991,0.300,True
ine,gesture,fine,30502,7135,0.750,True
ine,gesture,mine,12800,5426,0.750,True
ine,gesture,line,10515,4539,0.750,True
ine,gesture,nine,3441,1969,0.750,True
ine,gesture,wine,3078,1518,0.750,True
ine,gesture,lines,1960,1348,0.600,True
ine,gesture,engine,1626,807,0.500,True
ine,gesture,imagine,4133,2727,0.429,True
ine,gesture,machine,3583,1880,0.429,True
ine,gesture,business,16371,5186,0.375,True
ine,gesture,medicine,1744,1000,0.375,True
ine,gesture,magazine,1693,857,0.375,True
res,gesture,rest,10861,5142,0.750,True
res,gesture,dress,4447,2186,0.600,True
res,gesture,press,3070,1683,0.600,True
res,gesture,fresh,2780,1953,0.600,True
res,gesture,arrest,3037,1691,0.500,True
res,gesture,present,4562,2622,0.429,True
res,gesture,respect,3644,2265,0.429,True
res,gesture,address,2666,1688,0.429,True
res,gesture,pictures,3477,1801,0.375,True
res,gesture,pressure,2709,1655,0.375,True
res,gesture,interested,4374,2669,0.300,True
res,gesture,interesting,4421,2753,0.273,True
ome,gesture,some,88089,8269,0.750,True
ome,gesture,home,39491,7452,0.750,True
ome,gesture,comes,11656,5304,0.600,True
ome,gesture,women,9978,3827,0.600,True
ome,gesture,moment,9539,4391,0.500,True
ome,gesture,become,5894,3286,0.500,True
ome,gesture,someone,22752,6749,0.429,True
ome,gesture,welcome,9140,4499,0.429,True
ome,gesture,somebody,17571,5814,0.375,True
ome,gesture,something,76508,8231,0.333,True
ome,gesture,sometimes,9129,4393,0.333,True
ome,gesture,somewhere,5688,3528,0.333,True
art,gesture,art,3611,1601,1.000,True
art,gesture,part,13337,5604,0.750,True
art,gesture,start,17345,6330,0.600,True
art,gesture,heart,12453,4582,0.600,True
art,gesture,party,11890,3724,0.600,True
art,gesture,earth,5074,2339,0.600,True
art,gesture,smart,4909,2793,0.600,True
art,gesture,started,9566,4727,0.429,True
art,gesture,partner,3836,1772,0.429,True
art,gesture,starting,3558,2500,0.375,True
art,gesture,apartment,4235,1774,0.333,True
art,gesture,sweetheart,3272,1830,0.300,True
ste,gesture,step,6052,3343,0.750,True
ste,gesture,steal,2720,1781,0.600,True
ste,gesture,waste,2716,1960,0.600,True
ste,gesture,taste,2617,1825,0.600,True
ste,gesture,sister,9207,3046,0.500,True
ste,gesture,system,4667,2240,0.500,True
ste,gesture,master,4450,1322,0.500,True
ste,gesture,mister,2326,1228,0.500,True
ste,gesture,instead,4043,2822,0.429,True
ste,gesture,yesterday,4935,3020,0.333,True
ste,gesture,listening,3205,2252,0.333,True
ste,gesture,interested,4374,2669,0.300,True
ted,gesture,hated,1439,1046,0.600,True
ted,gesture,wanted,25616,7039,0.500,True
ted,gesture,waited,1485,1186,0.500,True
ted,gesture,started,9566,4727,0.429,True
ted,gesture,excited,2479,1712,0.429,True
ted,gesture,invited,2064,1459,0.429,True
ted,gesture,treated,1219,988,0.429,True
ted,gesture,arrested,1781,1211,0.375,True
ted,gesture,expected,1696,1346,0.375,True
ted,gesture,committed,1225,919,0.333,True
ted,gesture,interested,4374,2669,0.300,True
ted,gesture,complicated,1385,1055,0.273,True
ide,gesture,idea,18311,6359,0.750,True
ide,gesture,side,10247,4725,0.750,True
ide,gesture,ride,6904,3116,0.750,True
ide,gesture,hide,3554,2348,0.750,True
ide,gesture,video,2105,1088,0.600,True
ide,gesture,inside,10775,4811,0.500,True
ide,gesture,decide,2571,1920,0.500,True
ide,gesture,outside,8671,4429,0.429,True
ide,gesture,decided,4521,2942,0.429,True
ide,gesture,evidence,4335,1755,0.375,True
ide,gesture,accident,4146,2180,0.375,True
ide,gesture,consider,2676,1965,0.375,True
one,gesture,one,156684,8346,1.000,True
one,gesture,done,24737,7025,0.750,True
one,gesture,gone,15135,5920,0.750,True
one,gesture,none,5641,3522,0.750,True
one,gesture,ones,5177,3185,0.750,True
one,gesture,money,32679,5647,0.600,True
one,gesture,alone,15735,5920,0.600,True
one,gesture,honey,15325,4185,0.600,True
one,gesture,phone,13756,4502,0.600,True
one,gesture,anyone,13018,5562,0.500,True
one,gesture,someone,22752,6749,0.429,True
one,gesture,everyone,12324,5106,0.375,True
eve,gesture,even,44672,7931,0.750,True
eve,gesture,ever,36170,7513,0.750,True
eve,gesture,never,69490,8158,0.600,True
eve,gesture,every,28007,7209,0.600,True
eve,gesture,seven,5327,2780,0.600,True
eve,gesture,believe,31882,7412,0.429,True
eve,gesture,evening,6155,2803,0.429,True
eve,gesture,forever,4529,2737,0.429,True
eve,gesture,whatever,12584,5573,0.375,True
eve,gesture,everyone,12324,5106,0.375,True
eve,gesture,everybody,17555,5691,0.333,True
eve,gesture,everything,33399,7368,0.300,True
ist,gesture,list,4110,2176,0.750,True
ist,gesture,exist,1477,1049,0.600,True
ist,gesture,sister,9207,3046,0.500,True
ist,gesture,mister,2326,1228,0.500,True
ist,gesture,artist,1460,775,0.500,True
ist,gesture,mistake,5200,3121,0.429,True
ist,gesture,history,4280,2416,0.429,True
ist,gesture,sisters,1395,793,0.429,True
ist,gesture,distance,1306,955,0.375,True
ist,gesture,mistakes,1116,894,0.375,True
ist,gesture,listening,3205,2252,0.333,True
ist,gesture,assistant,1643,977,0.333,True
int,gesture,into,43074,7876,0.750,True
int,gesture,point,12063,5202,0.600,True
int,gesture,paint,1877,1025,0.600,True
int,gesture,joint,1405,898,0.600,True
int,gesture,points,1642,1049,0.500,True
int,gesture,interest,2598,1828,0.375,True
int,gesture,painting,1489,639,0.375,True
int,gesture,introduce,1771,1335,0.333,True
int,gesture,interview,1505,815,0.333,True
int,gesture,interested,4374,2669,0.300,True
int,gesture,interesting,4421,2753,0.273,True
int,gesture,appointment,1559,1058,0.273,True
con,gesture,second,14513,5734,0.500,True
con,gesture,control,6662,3263,0.429,True
con,gesture,seconds,3603,2000,0.429,True
con,gesture,contact,3305,1826,0.429,True
con,gesture,consider,2676,1965,0.375,True
con,gesture,continue,2527,1755,0.375,True
con,gesture,confused,1653,1268,0.375,True
con,gesture,contract,1650,838,0.375,True
con,gesture,concerned,2261,1685,0.333,True
con,gesture,condition,1936,1375,0.333,True
con,gesture,connection,1386,1008,0.300,True
con,gesture,conversation,2543,1789,0.250,True
men,gesture,men,19011,4996,1.000,True
men,gesture,women,9978,3827,0.600,True
men,gesture,moment,9539,4391,0.500,True
men,gesture,mention,3033,2211,0.429,True
men,gesture,gentlemen,7874,2943,0.333,True
men,gesture,apartment,4235,1774,0.333,True
men,gesture,mentioned,1556,1254,0.333,True
men,gesture,statement,1491,929,0.333,True
men,gesture,equipment,1298,849,0.333,True
men,gesture,government,3327,1523,0.300,True
men,gesture,department,3256,1788,0.300,True
men,gesture,appointment,1559,1058,0.273,True
that,gesture,that,719677,8368,1.000,True
ther,gesture,there,221754,8355,0.800,True
ther,gesture,other,37505,7738,0.800,True
ther,gesture,father,28279,5446,0.667,True
ther,gesture,mother,24476,5556,0.667,True
ther,gesture,either,9308,4986,0.667,True
ther,gesture,rather,5825,3305,0.667,True
ther,gesture,others,5061,2916,0.667,True
ther,gesture,bother,3436,2383,0.667,True
ther,gesture,another,25970,7327,0.571,True
ther,gesture,brother,14481,3795,0.571,True
ther,gesture,neither,3451,2527,0.571,True
ther,gesture,together,19553,6450,0.500,True
tion,gesture,action,3115,1857,0.667,True
tion,gesture,station,4033,2099,0.571,True
tion,gesture,mention,3033,2211,0.571,True
tion,gesture,question,10116,4587,0.500,True
tion,gesture,position,3676,2191,0.500,True
tion,gesture,questions,6016,3169,0.444,True
tion,gesture,attention,5032,3000,0.444,True
tion,gesture,situation,4207,2505,0.444,True
tion,gesture,operation,2241,1197,0.444,True
tion,gesture,information,4557,2373,0.364,True
tion,gesture,relationship,3452,1870,0.333,True
tion,gesture,conversation,2543,1789,0.333,True
this,gesture,this,406915,8360,1.000,True
ting,gesture,eating,3102,2105,0.667,True
ting,gesture,acting,2675,1813,0.667,True
ting,gesture,getting,24719,7120,0.571,True
ting,gesture,waiting,10767,4980,0.571,True
ting,gesture,meeting,6752,3307,0.571,True
ting,gesture,sitting,4814,3005,0.571,True
ting,gesture,putting,3467,2537,0.571,True
ting,gesture,writing,2852,1636,0.571,True
ting,gesture,fighting,3611,2056,0.500,True
ting,gesture,starting,3558,2500,0.500,True
ting,gesture,shooting,2871,1552,0.500,True
ting,gesture,interesting,4421,2753,0.364,True
from,gesture,from,103992,8306,1.000,True
have,gesture,have,314232,8363,1.000,True
have,gesture,shave,702,497,0.800,True
have,gesture,behave,828,652,0.667,True
othe,gesture,other,37505,7738,0.800,True
othe,gesture,mother,24476,5556,0.667,True
othe,gesture,others,5061,2916,0.667,True
othe,gesture,bother,3436,2383,0.667,True
othe,gesture,another,25970,7327,0.571,True
othe,gesture,brother,14481,3795,0.571,True
othe,gesture,clothes,5158,2790,0.571,True
othe,gesture,mothers,622,465,0.571,True
othe,gesture,brothers,2400,1271,0.500,True
othe,gesture,bothered,531,473,0.500,True
othe,gesture,bothering,917,759,0.444,True
othe,gesture,grandmother,1417,754,0.364,True
ight,gesture,right,204428,8320,0.800,True
ight,gesture,night,44168,7381,0.800,True
ight,gesture,might,26334,7121,0.800,True
ight,gesture,fight,10255,3703,0.800,True
ight,gesture,light,8425,3924,0.800,True
ight,gesture,eight,5010,2682,0.800,True
ight,gesture,tight,2597,1813,0.800,True
ight,gesture,flight,3044,1358,0.667,True
ight,gesture,lights,2877,1710,0.667,True
ight,gesture,tonight,21047,5748,0.571,True
ight,gesture,straight,6244,3590,0.500,True
ight,gesture,fighting,3611,2056,0.500,True
ever,gesture,ever,36170,7513,1.000,True
ever,gesture,never,69490,8158,0.800,True
ever,gesture,every,28007,7209,0.800,True
ever,gesture,forever,4529,2737,0.571,True
ever,gesture,whoever,2203,1669,0.571,True
ever,gesture,several,1978,1473,0.571,True
ever,gesture,whatever,12584,5573,0.500,True
ever,gesture,everyone,12324,5106,0.500,True
ever,gesture,whenever,1790,1464,0.500,True
ever,gesture,everybody,17555,5691,0.444,True
ever,gesture,everything,33399,7368,0.400,True
ever,gesture,everywhere,2641,1933,0.400,True
